5.28 -11.85758034
5.30 -11.87597119
5.32 -11.89087655
5.34 -11.90236753
5.36 -11.91056670
5.38 -11.91558853
5.40 -11.91755978
5.42 -11.91658589
5.44 -11.91276156
5.46 -11.90618609
5.48 -11.89696739
5.50 -11.88520347
5.52 -11.87098125
5.54 -11.85441001
